a	occurrence?id_SignBankVariant=373
mad_2	occurrence?id_SignBankVariant=1780

magazine	occurrence?id_SignBankVariant=1781

magic	occurrence?id_SignBankVariant=1782
magic* (magic+agent)	occurrence?id_SignBankVariant=5425

magic+agent	occurrence?id_SignBankVariant=5706

magnet	occurrence?id_SignBankVariant=1783

magnet_2	occurrence?id_SignBankVariant=1784

magnet_3	occurrence?id_SignBankVariant=1785

magnifying-glass	occurrence?id_SignBankVariant=5813

major	occurrence?id_SignBankVariant=1786
major:j	occurrence?id_SignBankVariant=7759

make	occurrence?id_SignBankVariant=1787
*make (home+make)	occurrence?id_SignBankVariant=5442
make* (make+agent)	occurrence?id_SignBankVariant=5393
make* (make+really)	occurrence?id_SignBankVariant=5013
make-it	occurrence?id_SignBankVariant=4588

make+agent	occurrence?id_SignBankVariant=5810

make+really	occurrence?id_SignBankVariant=5220

make-bubbles	occurrence?id_SignBankVariant=1788

make-do	occurrence?id_SignBankVariant=5696

make-money	occurrence?id_SignBankVariant=6005

make-up-face	occurrence?id_SignBankVariant=6000

male-cousin	occurrence?id_SignBankVariant=1789

man	occurrence?id_SignBankVariant=1790
(5)man	occurrence?id_SignBankVariant=185
man-pl	occurrence?id_SignBankVariant=1791

man_2	occurrence?id_SignBankVariant=1792

manage-situation	occurrence?id_SignBankVariant=6416

manage/control	occurrence?id_SignBankVariant=1793
manage/control* (manage/control+agent)	occurrence?id_SignBankVariant=3815

manage/control+agent	occurrence?id_SignBankVariant=3814

manipulate	occurrence?id_SignBankVariant=4471

ns-manitoba	occurrence?id_SignBankVariant=5969

many	occurrence?id_SignBankVariant=1794

marching	occurrence?id_SignBankVariant=1795

margarita	occurrence?id_SignBankVariant=5688

marijuana	occurrence?id_SignBankVariant=1796

marionette	occurrence?id_SignBankVariant=1797

marry	occurrence?id_SignBankVariant=1798
*marry (boy+marry)	occurrence?id_SignBankVariant=6206
*marry (boy_3+marry)	occurrence?id_SignBankVariant=3363
*marry (girl+marry)	occurrence?id_SignBankVariant=3666
*marry (think+marry)	occurrence?id_SignBankVariant=4137

martini	occurrence?id_SignBankVariant=5682

mash	occurrence?id_SignBankVariant=5698

mask	occurrence?id_SignBankVariant=1799

ns-#mass	occurrence?id_SignBankVariant=5595

match	occurrence?id_SignBankVariant=1800

material	occurrence?id_SignBankVariant=1801
(m)material	occurrence?id_SignBankVariant=274

math	occurrence?id_SignBankVariant=1802

maximum	occurrence?id_SignBankVariant=1803

maybe	occurrence?id_SignBankVariant=1804
(1h)maybe	occurrence?id_SignBankVariant=4399

fs-mayo+icl"spread with knife"	occurrence?id_SignBankVariant=3630

ns-mcdonald	occurrence?id_SignBankVariant=2006

mean	occurrence?id_SignBankVariant=4498
*mean ((v)think+mean)	occurrence?id_SignBankVariant=3218
*mean (think+mean)	occurrence?id_SignBankVariant=4140
meaning-list	occurrence?id_SignBankVariant=7792

measles	occurrence?id_SignBankVariant=1805

meat	occurrence?id_SignBankVariant=1806
meat* (meat+dish)	occurrence?id_SignBankVariant=5480

meat+dish	occurrence?id_SignBankVariant=5806

medical-patient	occurrence?id_SignBankVariant=1807

medicine	occurrence?id_SignBankVariant=1808

meditate	occurrence?id_SignBankVariant=1809

meet	occurrence?id_SignBankVariant=1810
1p-meet-3p-pl-arc	occurrence?id_SignBankVariant=4595
1p-meet:i	occurrence?id_SignBankVariant=371
1p-meet:i/j/k/l	occurrence?id_SignBankVariant=7652
2p-meet:j	occurrence?id_SignBankVariant=4512
i:meet:j	occurrence?id_SignBankVariant=4515
meet-3p-pl-arc	occurrence?id_SignBankVariant=4603

meeting	occurrence?id_SignBankVariant=1811
meeting:j	occurrence?id_SignBankVariant=6505

melon/pumpkin	occurrence?id_SignBankVariant=1812
*melon/pumpkin (ball+melon/pumpkin)	occurrence?id_SignBankVariant=5965
*melon/pumpkin (water+melon/pumpkin)	occurrence?id_SignBankVariant=4241

melt/solve	occurrence?id_SignBankVariant=1813

member	occurrence?id_SignBankVariant=1814
(m)member	occurrence?id_SignBankVariant=275

memorize	occurrence?id_SignBankVariant=1815

menstruate	occurrence?id_SignBankVariant=1816

mental-scar	occurrence?id_SignBankVariant=1817

mentally-retarded	occurrence?id_SignBankVariant=1818

merge/mainstream	occurrence?id_SignBankVariant=1819

messed-up	occurrence?id_SignBankVariant=1820
*messed-up (think+messed-up)	occurrence?id_SignBankVariant=4143

metal	occurrence?id_SignBankVariant=1821

method	occurrence?id_SignBankVariant=1822

(m)ns-mexico	occurrence?id_SignBankVariant=278

ns-mexico/spain	occurrence?id_SignBankVariant=2007

ns-miami	occurrence?id_SignBankVariant=2008

ns-#mich	occurrence?id_SignBankVariant=5618

ns-mickey-mouse	occurrence?id_SignBankVariant=2009

microphone	occurrence?id_SignBankVariant=1823

microwave	occurrence?id_SignBankVariant=1824
microwave_2	occurrence?id_SignBankVariant=1825

middle	occurrence?id_SignBankVariant=1826
middle* (middle+school)	occurrence?id_SignBankVariant=5464
middle* (middle+west)	occurrence?id_SignBankVariant=3818

middle+school	occurrence?id_SignBankVariant=5811

middle+west	occurrence?id_SignBankVariant=3817

midnight	occurrence?id_SignBankVariant=1827
midnight_2	occurrence?id_SignBankVariant=1828

military	occurrence?id_SignBankVariant=1829

milk	occurrence?id_SignBankVariant=1830

milk-cow	occurrence?id_SignBankVariant=1831

million/billion	occurrence?id_SignBankVariant=578
*million/billion (one+million/billion)	occurrence?id_SignBankVariant=3911
*million/billion (one_2+million/billion)	occurrence?id_SignBankVariant=6060
million/billion* (million/billion+agent)	occurrence?id_SignBankVariant=3821
million/billion_2	occurrence?id_SignBankVariant=579
million/billion_2* (million/billion_2+agent)	occurrence?id_SignBankVariant=3824

million/billion+agent	occurrence?id_SignBankVariant=3820

million/billion_2+agent	occurrence?id_SignBankVariant=3823

mind	occurrence?id_SignBankVariant=1833
mind* (mind+blow-up)	occurrence?id_SignBankVariant=3827
mind* (mind+close-mind)	occurrence?id_SignBankVariant=5984
mind* (mind+ignorant)	occurrence?id_SignBankVariant=5443
mind* (mind+off-course)	occurrence?id_SignBankVariant=3830
mind* (mind+set-up)	occurrence?id_SignBankVariant=5408

mind+blow-up	occurrence?id_SignBankVariant=3826

mind+close-mind	occurrence?id_SignBankVariant=6043

mind+ignorant	occurrence?id_SignBankVariant=5828

mind+off-course	occurrence?id_SignBankVariant=3829

mind+set-up	occurrence?id_SignBankVariant=5803

ns-#minn	occurrence?id_SignBankVariant=5616

minor	occurrence?id_SignBankVariant=1834
(1)minor	occurrence?id_SignBankVariant=52

minute	occurrence?id_SignBankVariant=1835
(nd-b-l)minute	occurrence?id_SignBankVariant=292

mirror	occurrence?id_SignBankVariant=1836

miscommunicate	occurrence?id_SignBankVariant=1837
*miscommunicate (communicate+miscommunicate)	occurrence?id_SignBankVariant=3439

mismatch	occurrence?id_SignBankVariant=6585

ns-#miss	occurrence?id_SignBankVariant=5572

miss/assume	occurrence?id_SignBankVariant=1838

mistake	occurrence?id_SignBankVariant=1839

misunderstand	occurrence?id_SignBankVariant=1841
(1h)misunderstand	occurrence?id_SignBankVariant=100

mix-up	occurrence?id_SignBankVariant=1842
*mix-up (think+mix-up)	occurrence?id_SignBankVariant=4146

ns-#mo	occurrence?id_SignBankVariant=5512

mock	occurrence?id_SignBankVariant=5800

(m)model	occurrence?id_SignBankVariant=276

mold	occurrence?id_SignBankVariant=1843
mold_2	occurrence?id_SignBankVariant=1844

monday	occurrence?id_SignBankVariant=1845

money	occurrence?id_SignBankVariant=1846
(m)money	occurrence?id_SignBankVariant=277
money* (money+trade)	occurrence?id_SignBankVariant=3833

money+trade	occurrence?id_SignBankVariant=3832

money-trade	occurrence?id_SignBankVariant=6051

money_2	occurrence?id_SignBankVariant=4429

monkey	occurrence?id_SignBankVariant=1847

monkey-bars	occurrence?id_SignBankVariant=5816

monster	occurrence?id_SignBankVariant=4449

ns-montana	occurrence?id_SignBankVariant=2010

mooch	occurrence?id_SignBankVariant=1848

moon	occurrence?id_SignBankVariant=1849

moose	occurrence?id_SignBankVariant=1850

mop	occurrence?id_SignBankVariant=1851
(x-over-thumb)mop	occurrence?id_SignBankVariant=362
mop_2	occurrence?id_SignBankVariant=4654

more	occurrence?id_SignBankVariant=1852
*more ((2h)#no+more)	occurrence?id_SignBankVariant=5035
*more (any+more)	occurrence?id_SignBankVariant=6921
*more (one+more)	occurrence?id_SignBankVariant=3914

more-than	occurrence?id_SignBankVariant=1853

mormon	occurrence?id_SignBankVariant=4756
mormon_2	occurrence?id_SignBankVariant=4642

morning	occurrence?id_SignBankVariant=1854
*(1h)morning ((1h)good/thank-you+(1h)morning)	occurrence?id_SignBankVariant=3121
*morning ((1h)good/thank-you+morning)	occurrence?id_SignBankVariant=3124
*morning ((1h)now+morning)	occurrence?id_SignBankVariant=5084
*morning (eat+morning)	occurrence?id_SignBankVariant=3544
*morning (eat_2+morning)	occurrence?id_SignBankVariant=6182
*morning (good+morning)	occurrence?id_SignBankVariant=3678
*morning (now+morning)	occurrence?id_SignBankVariant=7896

ns-moses	occurrence?id_SignBankVariant=2011

mosque	occurrence?id_SignBankVariant=1855

mosquito	occurrence?id_SignBankVariant=4744

(s)mosquito	occurrence?id_SignBankVariant=341

most	occurrence?id_SignBankVariant=1857
(1h)most	occurrence?id_SignBankVariant=6543
*(1h)most ((1h)good/thank-you+(1h)most)	occurrence?id_SignBankVariant=6455
*(1h)most ((1h)happy+(1h)most)	occurrence?id_SignBankVariant=3136
*(1h)most (cheap+(1h)most)	occurrence?id_SignBankVariant=5114
*(1h)most (easy+(1h)most)	occurrence?id_SignBankVariant=5056
*(1h)most (empty/early+(1h)most)	occurrence?id_SignBankVariant=4984
*(1h)most (old+(1h)most)	occurrence?id_SignBankVariant=6724
*(1h)most (old_2+(1h)most)	occurrence?id_SignBankVariant=6381
*+(1h)most (long+(1h)most)	occurrence?id_SignBankVariant=7806

most-skilled	occurrence?id_SignBankVariant=4479

mother	occurrence?id_SignBankVariant=1858
*mother (fs-step+mother)	occurrence?id_SignBankVariant=6512
*mother (turn+mother)	occurrence?id_SignBankVariant=5478
*motherwg (turn+motherwg)	occurrence?id_SignBankVariant=4199
mother* (mother+father)	occurrence?id_SignBankVariant=3836
mother* (mother+law)	occurrence?id_SignBankVariant=3839
motherwg	occurrence?id_SignBankVariant=1859
motherwg* (motherwg+law)	occurrence?id_SignBankVariant=3842

mother+father	occurrence?id_SignBankVariant=3835

mother+law	occurrence?id_SignBankVariant=3838

motherwg+law	occurrence?id_SignBankVariant=3841

motivate	occurrence?id_SignBankVariant=1860
motivate* (motivate+agent)	occurrence?id_SignBankVariant=3845

motivate+agent	occurrence?id_SignBankVariant=3844

motor	occurrence?id_SignBankVariant=1861

motorcycle	occurrence?id_SignBankVariant=1862
*motorcycle (snow+motorcycle)	occurrence?id_SignBankVariant=4068
motorcycle_2	occurrence?id_SignBankVariant=1863

mountain	occurrence?id_SignBankVariant=1864
(nd-b)mountain	occurrence?id_SignBankVariant=288

mouse/fiction	occurrence?id_SignBankVariant=1865

move	occurrence?id_SignBankVariant=1866
(1h)(crvd-v)move	occurrence?id_SignBankVariant=5297
(1h)move	occurrence?id_SignBankVariant=4368
i:move:j	occurrence?id_SignBankVariant=5267
move:j	occurrence?id_SignBankVariant=5258

move-around	occurrence?id_SignBankVariant=1867

move-away	occurrence?id_SignBankVariant=1868

movie	occurrence?id_SignBankVariant=1869
(nd-1)movie	occurrence?id_SignBankVariant=285
movie* (movie+square)	occurrence?id_SignBankVariant=3848
movie_2	occurrence?id_SignBankVariant=1870

movie+square	occurrence?id_SignBankVariant=3847

moving-on-to-next-topic	occurrence?id_SignBankVariant=4783

mow	occurrence?id_SignBankVariant=1871

mull-over* (mull-over+decide)	occurrence?id_SignBankVariant=6282

mull-over+decide	occurrence?id_SignBankVariant=6292

mumps	occurrence?id_SignBankVariant=1872

museum	occurrence?id_SignBankVariant=1873

mushroom	occurrence?id_SignBankVariant=5711

music	occurrence?id_SignBankVariant=1874
music* (music+agent)	occurrence?id_SignBankVariant=3851
music* (music+group)	occurrence?id_SignBankVariant=6170
music* (music+group/together)	occurrence?id_SignBankVariant=3854

music+agent	occurrence?id_SignBankVariant=3850

music+group	occurrence?id_SignBankVariant=6223

music+group/together	occurrence?id_SignBankVariant=3853

music-record	occurrence?id_SignBankVariant=1875

muslim	occurrence?id_SignBankVariant=1876

must	occurrence?id_SignBankVariant=1877
(2h)must	occurrence?id_SignBankVariant=4332
*must (not+must)	occurrence?id_SignBankVariant=6460

mustache	occurrence?id_SignBankVariant=1878
mustache_2	occurrence?id_SignBankVariant=1879

mute	occurrence?id_SignBankVariant=6586

#mw	occurrence?id_SignBankVariant=26

mystery	occurrence?id_SignBankVariant=1880

n	occurrence?id_SignBankVariant=1881

nab	occurrence?id_SignBankVariant=1882
(v)nab	occurrence?id_SignBankVariant=354

naked	occurrence?id_SignBankVariant=1883

name	occurrence?id_SignBankVariant=1884
list-names	occurrence?id_SignBankVariant=4726
mention	occurrence?id_SignBankVariant=4655
name:i	occurrence?id_SignBankVariant=1885

napkin	occurrence?id_SignBankVariant=1886

(b-l)napkin	occurrence?id_SignBankVariant=207

narrow-face	occurrence?id_SignBankVariant=5919

narrow-street	occurrence?id_SignBankVariant=1887

ns-nat-amsterdam	occurrence?id_SignBankVariant=2012

ns-nat-australia	occurrence?id_SignBankVariant=2013

ns-nat-austria	occurrence?id_SignBankVariant=2014

ns-nat-beijing	occurrence?id_SignBankVariant=2015

ns-nat-bolivia	occurrence?id_SignBankVariant=2016

ns-nat-bombay	occurrence?id_SignBankVariant=2017

ns-nat-brazil	occurrence?id_SignBankVariant=2018

ns-nat-canada	occurrence?id_SignBankVariant=2019

ns-nat-chile	occurrence?id_SignBankVariant=2020

ns-nat-china	occurrence?id_SignBankVariant=2021

ns-nat-cuba	occurrence?id_SignBankVariant=2022

ns-nat-denmark	occurrence?id_SignBankVariant=2023

ns-nat-dominican-republic	occurrence?id_SignBankVariant=2024
ns-nat-dominican-republic_2	occurrence?id_SignBankVariant=2025
ns-nat-dominican-republic_3	occurrence?id_SignBankVariant=2026

ns-nat-dublin	occurrence?id_SignBankVariant=2027

ns-nat-finland	occurrence?id_SignBankVariant=2028

ns-nat-germany	occurrence?id_SignBankVariant=2029

ns-nat-greece	occurrence?id_SignBankVariant=2030

ns-nat-guatemala	occurrence?id_SignBankVariant=2031

ns-nat-hamburg	occurrence?id_SignBankVariant=2032

ns-nat-hong-kong	occurrence?id_SignBankVariant=2033

ns-nat-hungary	occurrence?id_SignBankVariant=2034

ns-nat-iceland	occurrence?id_SignBankVariant=5399

ns-nat-indonesia	occurrence?id_SignBankVariant=2035

ns-nat-istanbul	occurrence?id_SignBankVariant=2036

ns-nat-italy	occurrence?id_SignBankVariant=2037

ns-nat-jamaica	occurrence?id_SignBankVariant=2038

ns-nat-japan	occurrence?id_SignBankVariant=2039

ns-nat-jerusalem	occurrence?id_SignBankVariant=2040

ns-nat-jordan	occurrence?id_SignBankVariant=2041

ns-nat-korea	occurrence?id_SignBankVariant=2042

ns-nat-lebanon	occurrence?id_SignBankVariant=2043

ns-nat-malaysia	occurrence?id_SignBankVariant=2044

ns-nat-mexico	occurrence?id_SignBankVariant=2045

ns-nat-milan	occurrence?id_SignBankVariant=2046

ns-nat-netherlands	occurrence?id_SignBankVariant=2047

ns-nat-pakistan	occurrence?id_SignBankVariant=2048

ns-nat-poland	occurrence?id_SignBankVariant=2049

ns-nat-russia	occurrence?id_SignBankVariant=2050

ns-nat-shanghai	occurrence?id_SignBankVariant=2051

ns-nat-spain	occurrence?id_SignBankVariant=2052

ns-nat-sri-lanka	occurrence?id_SignBankVariant=2053

ns-nat-taiwan	occurrence?id_SignBankVariant=5565

ns-nat-thailand	occurrence?id_SignBankVariant=2054

ns-nat-trinidad-and-tobago	occurrence?id_SignBankVariant=2055

native	occurrence?id_SignBankVariant=1888

navy	occurrence?id_SignBankVariant=1889

ns-#nb	occurrence?id_SignBankVariant=5617

ns-#nd	occurrence?id_SignBankVariant=5597

near	occurrence?id_SignBankVariant=1890
close	occurrence?id_SignBankVariant=799

neat	occurrence?id_SignBankVariant=1891

ns-#neb	occurrence?id_SignBankVariant=5596

neck	occurrence?id_SignBankVariant=1892

necklace	occurrence?id_SignBankVariant=1893
(f)necklace	occurrence?id_SignBankVariant=243
(g)necklace	occurrence?id_SignBankVariant=6219
beaded-necklace	occurrence?id_SignBankVariant=535
necklace* (necklace+jewelry)	occurrence?id_SignBankVariant=6210

necklace+jewelry	occurrence?id_SignBankVariant=6269

necktie	occurrence?id_SignBankVariant=1894
necktie_2	occurrence?id_SignBankVariant=1895

needle	occurrence?id_SignBankVariant=5839

(1h)neg	occurrence?id_SignBankVariant=6195
*(1h)neg (know+(1h)neg)	occurrence?id_SignBankVariant=3768
*(1h)neg (like+(1h)neg)	occurrence?id_SignBankVariant=3807
*neg ((1h)want+neg)	occurrence?id_SignBankVariant=5062
*neg ((25)want+neg)	occurrence?id_SignBankVariant=3143
*neg ((2h)know+neg)	occurrence?id_SignBankVariant=4906
*neg (important+neg)	occurrence?id_SignBankVariant=6710
*neg (know+neg)	occurrence?id_SignBankVariant=6125
*neg (like+neg)	occurrence?id_SignBankVariant=6127
*neg (want+neg)	occurrence?id_SignBankVariant=4226
*neg (want_2+neg)	occurrence?id_SignBankVariant=6213
*neg (with+neg)	occurrence?id_SignBankVariant=4286
*neg (worth+neg)	occurrence?id_SignBankVariant=4292
*neg_2 (with+neg_2)	occurrence?id_SignBankVariant=4289
*neg_2 (worth+neg_2)	occurrence?id_SignBankVariant=6321

negative	occurrence?id_SignBankVariant=1896

neglect	occurrence?id_SignBankVariant=4627

nephew	occurrence?id_SignBankVariant=1897

nervous	occurrence?id_SignBankVariant=1899

nervy	occurrence?id_SignBankVariant=1900
*nervy (vein+nervy)	occurrence?id_SignBankVariant=6674

net	occurrence?id_SignBankVariant=1901

ns-netherlands	occurrence?id_SignBankVariant=2056
ns-netherlands_2	occurrence?id_SignBankVariant=2057

neuroscience* (neuroscience+science+agent)	occurrence?id_SignBankVariant=5667

neuroscience+science+agent	occurrence?id_SignBankVariant=5722

neutral	occurrence?id_SignBankVariant=1902

ns-#nev	occurrence?id_SignBankVariant=5987

never	occurrence?id_SignBankVariant=1903

new	occurrence?id_SignBankVariant=1904
*new* ((1h)happy+new+year)	occurrence?id_SignBankVariant=3139
new* (new+testament)	occurrence?id_SignBankVariant=3857
new* (new+year+day)	occurrence?id_SignBankVariant=5561

new+testament	occurrence?id_SignBankVariant=3856

new+year+day	occurrence?id_SignBankVariant=5791

ns-new-orleans	occurrence?id_SignBankVariant=2058
ns-new-orleans_2	occurrence?id_SignBankVariant=2059

ns-new-york	occurrence?id_SignBankVariant=2060
ns-new-york_2	occurrence?id_SignBankVariant=2061

ns-newfoundland	occurrence?id_SignBankVariant=5495

next	occurrence?id_SignBankVariant=1905
(1)next* ((1)next+one-month)	occurrence?id_SignBankVariant=5871
next* (next+agent)	occurrence?id_SignBankVariant=3860
next/upcoming	occurrence?id_SignBankVariant=4557

next+agent	occurrence?id_SignBankVariant=3859

(1)next+one-month	occurrence?id_SignBankVariant=5872

next-group	occurrence?id_SignBankVariant=4728

next-to	occurrence?id_SignBankVariant=1906
(1h)next-to	occurrence?id_SignBankVariant=101
(1h)next-to_2	occurrence?id_SignBankVariant=7901
(nd-1)next-to	occurrence?id_SignBankVariant=6671
next-to_2	occurrence?id_SignBankVariant=1907
next-to_3	occurrence?id_SignBankVariant=1908

next-topic	occurrence?id_SignBankVariant=4729
(b)next-topic	occurrence?id_SignBankVariant=4779

next-week	occurrence?id_SignBankVariant=4318
next-week_2	occurrence?id_SignBankVariant=1909
next-week_3	occurrence?id_SignBankVariant=5836

next-year	occurrence?id_SignBankVariant=1910

#ng	occurrence?id_SignBankVariant=5582

ns-#nh	occurrence?id_SignBankVariant=5573

nibble	occurrence?id_SignBankVariant=1911

nice/clean	occurrence?id_SignBankVariant=1912
*nice/clean ((5)face+nice/clean)	occurrence?id_SignBankVariant=6135
*nice/clean ((v)face+nice/clean)	occurrence?id_SignBankVariant=6750
*nice/clean (face+nice/clean)	occurrence?id_SignBankVariant=3574
*nice/clean (really+nice/clean)	occurrence?id_SignBankVariant=3980

niece	occurrence?id_SignBankVariant=1913

ns-nigeria	occurrence?id_SignBankVariant=2062

night	occurrence?id_SignBankVariant=1914
*night ((1h)good/thank-you+night)	occurrence?id_SignBankVariant=3127
*night ((1h)now+night)	occurrence?id_SignBankVariant=5162
*night (eat+night)	occurrence?id_SignBankVariant=3547
*night (good+night)	occurrence?id_SignBankVariant=3681
*night (past+night)	occurrence?id_SignBankVariant=3938
*night (past_2+night)	occurrence?id_SignBankVariant=5065
night-pl-arc	occurrence?id_SignBankVariant=4379

nine	occurrence?id_SignBankVariant=1915
*nine (old+nine)	occurrence?id_SignBankVariant=6572
nine* (nine+hour)	occurrence?id_SignBankVariant=3863
nine* (nine+nine-hours)	occurrence?id_SignBankVariant=6539

nine+hour	occurrence?id_SignBankVariant=3862

nine+nine-hours	occurrence?id_SignBankVariant=6546

*nine-hours (nine+nine-hours)	occurrence?id_SignBankVariant=6551

nine-months	occurrence?id_SignBankVariant=1916

nine-weeks	occurrence?id_SignBankVariant=1917

nineteen	occurrence?id_SignBankVariant=1918
nineteen_2	occurrence?id_SignBankVariant=1919
nineteen_2* (nineteen_2+ninety-nine)	occurrence?id_SignBankVariant=7802
nineteen_2* (nineteen_2+sixty-nine)	occurrence?id_SignBankVariant=6417

nineteen_2+ninety-nine	occurrence?id_SignBankVariant=7801

nineteen_2+sixty-nine	occurrence?id_SignBankVariant=6422

ninety-eight	occurrence?id_SignBankVariant=1920

ninety-nine	occurrence?id_SignBankVariant=1921
*ninety-nine (nineteen_2+ninety-nine)	occurrence?id_SignBankVariant=7786
*ninety-nine (old+ninety-nine)	occurrence?id_SignBankVariant=6781

ninety-seven	occurrence?id_SignBankVariant=1922

ninth	occurrence?id_SignBankVariant=1923

nipples	occurrence?id_SignBankVariant=1924

ns-#nj	occurrence?id_SignBankVariant=5513

ns-#nm	occurrence?id_SignBankVariant=5970

#no	occurrence?id_SignBankVariant=27
(2h)#no	occurrence?id_SignBankVariant=6626
(2h)#no* ((2h)#no+more)	occurrence?id_SignBankVariant=5034
i:#no-1p	occurrence?id_SignBankVariant=6374

(2h)#no+more	occurrence?id_SignBankVariant=5209

no-good	occurrence?id_SignBankVariant=6925

no-problem	occurrence?id_SignBankVariant=1925

noise	occurrence?id_SignBankVariant=1926
(1h)noise	occurrence?id_SignBankVariant=6876
*noise (hear+noise)	occurrence?id_SignBankVariant=5553
noise* (noise+rumble)	occurrence?id_SignBankVariant=3866

noise+rumble	occurrence?id_SignBankVariant=3865

none	occurrence?id_SignBankVariant=1927

none/nothing	occurrence?id_SignBankVariant=4324
(1h)none/nothing	occurrence?id_SignBankVariant=102
(f)none/nothing	occurrence?id_SignBankVariant=6770
*none/nothing ((2h)feel+none/nothing)	occurrence?id_SignBankVariant=6174
*none/nothing (feel+none/nothing)	occurrence?id_SignBankVariant=3611
none/nothing* (none/nothing+one)	occurrence?id_SignBankVariant=4891

none/nothing+one	occurrence?id_SignBankVariant=5229

noon	occurrence?id_SignBankVariant=1928
*noon (eat+noon)	occurrence?id_SignBankVariant=3553

north	occurrence?id_SignBankVariant=1929
north* (north+ns-america)	occurrence?id_SignBankVariant=5607

north+ns-america	occurrence?id_SignBankVariant=5714

ns-north-america	occurrence?id_SignBankVariant=2063

ns-norway	occurrence?id_SignBankVariant=5435

nose	occurrence?id_SignBankVariant=1930
nose* (nose+opposite)	occurrence?id_SignBankVariant=3869

nose+opposite	occurrence?id_SignBankVariant=3868

nosy	occurrence?id_SignBankVariant=5713

not	occurrence?id_SignBankVariant=1931
(5)not	occurrence?id_SignBankVariant=4406
*not ((25)why+not)	occurrence?id_SignBankVariant=5175
not* (not+must)	occurrence?id_SignBankVariant=6459
not* (not+satisfied)	occurrence?id_SignBankVariant=3872

not+must	occurrence?id_SignBankVariant=6494

not+satisfied	occurrence?id_SignBankVariant=3871

not-care	occurrence?id_SignBankVariant=1932
not-care_2	occurrence?id_SignBankVariant=1933

not-mind	occurrence?id_SignBankVariant=1934

not-my-problem	occurrence?id_SignBankVariant=1935

not-yet	occurrence?id_SignBankVariant=1936
(2h)not-yet	occurrence?id_SignBankVariant=4391

nothing	occurrence?id_SignBankVariant=1937
(1h)nothing	occurrence?id_SignBankVariant=6608

nothing-at-all	occurrence?id_SignBankVariant=1938

notice	occurrence?id_SignBankVariant=1939
notice_2	occurrence?id_SignBankVariant=6520

#nov	occurrence?id_SignBankVariant=5973

now	occurrence?id_SignBankVariant=1940
(1h)now	occurrence?id_SignBankVariant=4304
(1h)now* ((1h)now+afternoon_2)	occurrence?id_SignBankVariant=5082
(1h)now* ((1h)now+morning)	occurrence?id_SignBankVariant=5083
(1h)now* ((1h)now+night)	occurrence?id_SignBankVariant=5161
(bent-b-l)now	occurrence?id_SignBankVariant=213
now* (now+(d)day)	occurrence?id_SignBankVariant=3875
now* (now+afternoon)	occurrence?id_SignBankVariant=5379
now* (now+day)	occurrence?id_SignBankVariant=6537
now* (now+morning)	occurrence?id_SignBankVariant=7895

now+(d)day	occurrence?id_SignBankVariant=3874

now+afternoon	occurrence?id_SignBankVariant=5226

(1h)now+afternoon_2	occurrence?id_SignBankVariant=5207

now+day	occurrence?id_SignBankVariant=6545

now+morning	occurrence?id_SignBankVariant=7902

(1h)now+morning	occurrence?id_SignBankVariant=5208

(1h)now+night	occurrence?id_SignBankVariant=5254

now-week	occurrence?id_SignBankVariant=4464

ns-#ns	occurrence?id_SignBankVariant=5988

ns-#ntid	occurrence?id_SignBankVariant=6718

number	occurrence?id_SignBankVariant=2084

nun	occurrence?id_SignBankVariant=2085

nurse	occurrence?id_SignBankVariant=2086

nut	occurrence?id_SignBankVariant=2087
nut* (nut+butter)	occurrence?id_SignBankVariant=4898

nut+butter	occurrence?id_SignBankVariant=5232

ns-#nyc	occurrence?id_SignBankVariant=5268

o	occurrence?id_SignBankVariant=2088

ns-oakland	occurrence?id_SignBankVariant=5414

obese	occurrence?id_SignBankVariant=2089

obscure	occurrence?id_SignBankVariant=2090

ocean	occurrence?id_SignBankVariant=2091
*ocean ((1)water+ocean)	occurrence?id_SignBankVariant=3115
*ocean (water+ocean)	occurrence?id_SignBankVariant=4262

#oct	occurrence?id_SignBankVariant=5520

octopus	occurrence?id_SignBankVariant=2092

#od	occurrence?id_SignBankVariant=28

of-course	occurrence?id_SignBankVariant=2093
natural	occurrence?id_SignBankVariant=4657
normal	occurrence?id_SignBankVariant=4656

#off	occurrence?id_SignBankVariant=29
(2h)#off	occurrence?id_SignBankVariant=5590

off	occurrence?id_SignBankVariant=2094

*off-course (mind+off-course)	occurrence?id_SignBankVariant=3831

off-point	occurrence?id_SignBankVariant=7800

office	occurrence?id_SignBankVariant=2095

often	occurrence?id_SignBankVariant=2096

oh-i-see	occurrence?id_SignBankVariant=2097
(2h)oh-i-see	occurrence?id_SignBankVariant=4711

#ok	occurrence?id_SignBankVariant=30
